judge,prompt_id,u_n1,u_n2,u_n4,u_n8,u_n16,u_n32,u_n64
Meta-Llama-3.1-8B-Instruct,5te65i,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,5umucz,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,5w4x14,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,609k0n,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,625es0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,63dn97,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,63ku7q,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,64c0w6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,65458n,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,66uo64,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,68f5c5,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,68ykga,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,69dzba,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,6d1iqq,0.0,0.0,1.0,0.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,6eytds,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,6gl289,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,6hoxmq,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Meta-Llama-3.1-8B-Instruct,6imc4i,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,6isay3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,6ixx9u,1.0,1.0,1.0,1.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,6k8gdu,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,6l6v6l,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,6m7z8a,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,6mztko,1.0,1.0,1.0,1.0,1.0,1.0,0.5
Meta-Llama-3.1-8B-Instruct,6o18uh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,6o679d,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,6ohgxv,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,6szrbs,1.0,1.0,0.0,1.0,1.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,6tsiyd,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,6wgtsx,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,6wxzhc,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,6xisxt,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,6xngfe,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,6xsruw,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,71p51h,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,72l2aj,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,74ih3z,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,765fhd,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,76b9gc,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,77dd17,1.0,1.0,1.0,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,796161,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,7adktz,0.0,0.0,0.0,1.0,1.0,0.5,0.5
Meta-Llama-3.1-8B-Instruct,7bowjq,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,7d0x9k,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,7dcwik,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Meta-Llama-3.1-8B-Instruct,7e3im5,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,7en7vl,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,7ezd5t,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,7gjj2w,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,7h9f8e,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,7iltd1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,7iubwq,1.0,1.0,1.0,1.0,0.0,1.0,0.0
Meta-Llama-3.1-8B-Instruct,7jfvx7,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,7jqj29,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,7l7e1m,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,7ld0jk,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,7lzk5g,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,7q0acw,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,7rb6uj,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Meta-Llama-3.1-8B-Instruct,7rie85,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,7rpy8m,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,7svmp5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Meta-Llama-3.1-8B-Instruct,7tge90,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,7u04a5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Meta-Llama-3.1-8B-Instruct,7uezw8,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,7v8ind,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,80sf6g,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,83mehz,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,849wc3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,87ak6w,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,87tx3g,0.0,1.0,1.0,1.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,8a18sf,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,8aec6t,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,8fk0hr,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,8gfhh9,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,8gs4wp,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,8k4am7,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,8myeno,1.0,0.0,0.0,0.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,8o89ko,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,8p3ora,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,8pr271,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,8tmkfc,0.0,0.0,1.0,1.0,0.5,0.0,1.0
Meta-Llama-3.1-8B-Instruct,8vr4k2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,8vyqdq,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Meta-Llama-3.1-8B-Instruct,8x0xa7,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,8x86s0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,8y8wrr,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,8z1sq1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,9470fc,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,96myl6,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,96xnw9,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,99kk88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,9edjv0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,9f7www,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,9g2cbq,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,9ki47u,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,9l0dam,0.0,0.0,1.0,1.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,9neuk8,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,9qn4tw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,a318ye,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,a3pdwk,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,acjzv0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,afc9c4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,aowr4t,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,ar7nm2,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Meta-Llama-3.1-8B-Instruct,auig0m,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,b4yx63,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,b87jl7,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,b9uzz1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,bhyplf,0.0,1.0,1.0,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,bk7lic,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Meta-Llama-3.1-8B-Instruct,ciifmd,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,ck6twx,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,cpxk2b,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,dqn4sj,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,eu7ub2,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00003_Fernando da Costa Novaes,1.0,1.0,1.0,1.0,1.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00006_David Galloway (writer),0.0,0.0,0.0,1.0,1.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00007_Cheyenne Brando,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00012_Braulio Lara,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00015_Amr Shabana,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00017_Abdulqawi Yusuf,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00025_Carlos P. Romulo,1.0,1.0,1.0,1.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00027_Arthur Ewert,1.0,1.0,0.0,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00032_Flavio Méndez Santiago,0.0,1.0,0.0,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00039_Chris Duffield,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00040_Daniil Medvedev,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00043_Alexander Vovin,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00044_Cobhams Asuquo,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00045_David Bogue,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00048_Don Beard,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00053_Andriy Yarmolenko,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00058_Danny Faure,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00063_Ayman al-Zawahiri,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00064_Diego Suarez (garden designer),0.0,0.0,0.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00066_Daniel Alexander Cameron,0.0,0.0,1.0,0.0,1.0,1.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00075_Antonio Leviste,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00078_Chi Pu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,"fact_00080_Felipe (footballer, born 1977)",1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00084_Alfred Hitchcock,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00085_Dascha Polanco,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00086_Amelia Earhart,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00087_Chris John (boxer),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00088_Blair Tugman,0.0,1.0,1.0,0.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00093_David Oyite-Ojok,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00097_Chris Cuomo,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00098_Adnan Sami,1.0,1.0,1.0,1.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00108_Bhuma Nagi Reddy,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00109_Charmion King,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00110_Andreea Marin,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00114_Ahn Jae-hyun,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00116_Bobo Baldé,0.0,0.0,0.0,1.0,1.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00118_Chacho Gaytán,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00119_Bastian Schweinsteiger,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00120_Erich Hartmann,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00127_Ezechiel N'Douassel,1.0,1.0,1.0,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00131_Aditya Kalyanpur,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00132_Dennis Andersson,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00133_Daniel Bedingfield,1.0,1.0,0.0,0.5,0.5,0.5,0.5
Meta-Llama-3.1-8B-Instruct,fact_00134_Celâl Bayar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00138_Diana Ivanova,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00140_André Le Nôtre,0.0,1.0,0.0,0.0,1.0,1.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00142_Cierre Wood,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00145_Carmelo Anthony,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00146_Asafa Powell,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00152_Felix Newman,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00154_Earl Garrison,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00162_Aleksandar Kolarov,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00163_Alexandre Hohagen,0.0,0.0,1.0,0.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00166_Emcee N.I.C.E.,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00181_Chris Woakes,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00182_Diosdado Cabello,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00184_Dana Awartani,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00185_Brianna Keilar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00188_Cédric Bakambu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00193_Bobby Fischer,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00198_Benjamin Lawrence Reid,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00199_Djimon Hounsou,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00202_Ahsee Tuala,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00204_Don DeLillo,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00207_Elizabeth Inglis,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00208_Fifi Cooper,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00223_Ahmed Mumin Warfa,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00226_Dewi Sartika,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00227_Alf Garland,1.0,0.0,0.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00230_Abdul Ilah Khatib,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00239_Bif Naked,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00245_Dominique Blake,1.0,1.0,1.0,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00247_Diafra Sakho,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00249_Fahadh Faasil,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00250_Dr. Dre,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00255_Caitlin Lowe,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00257_Camille Paulus,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00258_Charley Boorman,1.0,0.0,0.0,1.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00260_Douglas Wood (engineer),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00263_Billy Snedden,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00264_Esteban Espíndola,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00270_Daniel Ek,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00275_Belisarius,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00276_Carol Dweck,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00286_Amr Diab,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00296_Akbar Hossain,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00300_Coco Chanel,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00302_Enamul Haque (engineer),0.0,0.0,0.0,0.0,1.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00304_Abdelhamid Shabana,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00307_Abdullahi Mohammad Ahmad Hassan,1.0,0.0,0.0,0.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00309_Diego Godín,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00312_Adel Emam,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00315_Billy Conigliaro,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00316_Arif Mohammad Khan,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00321_Bob Marley,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00328_Dana Ashbrook,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00332_Cha Eun-woo,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00333_Abdul Halik Hudu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00335_Carl Braun (obstetrician),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00343_Ameyaw Debrah,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00344_Cleopatra,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00345_Ana Cláudia Bolzan,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00347_Evgeny Shalunov,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00348_Charles Allen (jurist),1.0,1.0,1.0,1.0,1.0,1.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00349_Deyverson,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00351_Cris Cyborg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00354_Bobby Thomson,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00356_Eric Winter,1.0,1.0,0.0,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00362_Aert van der Neer,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00364_Blanca Errázuriz,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00366_Deitrick Haddon,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00367_Andreas Ivanschitz,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00368_Clancy Brown,1.0,0.0,0.0,0.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00371_Carrie Ann Inaba,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00374_Cicero,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00376_14th Dalai Lama,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00377_Christian Almeida,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00378_Arthur Wakefield,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00384_Andry Rajoelina,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00394_Danny Almonte,1.0,0.0,0.0,0.0,0.0,0.0,0.0
